comp wlog structure.volume Acharge Bcharge Ccharge dos_ef AColumn BColumn CColumn ARow BRow CRow AElectronegativity BElectronegativity CElectronegativity AAtomicWeight BAtomicWeight CAtomicWeight ACovalentRadius BCovalentRadius CCovalentRadius ASqrtAtomicWeight BSqrtAtomicWeight CSqrtAtomicWeight
MgCZr3 201.7914 97.85341 -0.21515 -1.06809 0.42775 3.04046 2.0 14.0 4.0 3.0 2.0 5.0 1.31 2.55 1.33 24.305 12.0107 91.224 141.0 76.0 175.0 4.930010141977397 3.4656456829860725 9.551125588117872
GaNCa3 175.1914 116.35776 0.90075 -0.66075 -0.08 3.26754 13.0 15.0 2.0 4.0 2.0 4.0 1.81 3.04 1.0 69.723 14.0067 40.078 122.0 71.0 176.0 8.350029940066083 3.742552604840712 6.330718758561306
SnHNi3 285.168 53.7902 -0.09002 -0.42972 0.17325 3.80283 14.0 1.0 10.0 5.0 1.0 4.0 1.96 2.2 1.91 118.71 1.00794 58.6934 139.0 31.0 124.0 10.895411878400926 1.0039621506809906 7.661161791791112
InHRh3 243.1704 64.30822 -0.07355 -0.43217 0.16858 3.87474 13.0 1.0 9.0 5.0 1.0 5.0 1.78 2.2 2.28 114.818 1.00794 102.9055 142.0 31.0 142.0 10.7153161409265 1.0039621506809906 10.1442348158942
HfBCo3 258.8567 57.22751 -0.88762 -0.80099 0.56287 0.06774 4.0 13.0 9.0 6.0 2.0 4.0 1.3 2.04 1.88 178.49 10.811 58.933195 175.0 84.0 126.0 13.360014970051491 3.2880085158040573 7.676795881095185
SnHV3 258.8903 62.48215 0.27043 -0.36268 0.03075 1.81441 14.0 1.0 5.0 5.0 1.0 4.0 1.96 2.2 1.63 118.71 1.00794 50.9415 139.0 31.0 153.0 10.895411878400926 1.0039621506809906 7.137331434086552
SnCY3 229.5922 117.67016 0.72022 -1.2214 0.16706 2.4785 14.0 14.0 3.0 5.0 2.0 5.0 1.96 2.55 1.22 118.71 12.0107 88.90585 139.0 76.0 190.0 10.895411878400926 3.4656456829860725 9.42898987166706
HgNTi3 248.4891 73.24887 0.49933 -0.62658 0.04242 6.72997 12.0 15.0 4.0 6.0 2.0 4.0 2.0 3.04 1.54 200.59 14.0067 47.867 132.0 71.0 160.0 14.162979912433682 3.742552604840712 6.918598123897644
InCTi3 273.8751 76.69727 0.43551 -1.19795 0.25415 4.03041 13.0 14.0 4.0 5.0 2.0 4.0 1.78 2.55 1.54 114.818 12.0107 47.867 142.0 76.0 160.0 10.7153161409265 3.4656456829860725 6.918598123897644
HgCHf3 133.3353 91.19422 0.71526 -1.07641 0.12038 2.75738 12.0 14.0 4.0 6.0 2.0 6.0 2.0 2.55 1.3 200.59 12.0107 178.49 132.0 76.0 175.0 14.162979912433682 3.4656456829860725 13.360014970051491
CdHTi3 262.0664 71.80747 0.25041 -0.34947 0.03302 2.53658 12.0 1.0 4.0 5.0 1.0 4.0 1.69 2.2 1.54 112.411 1.00794 47.867 144.0 31.0 160.0 10.602405387458074 1.0039621506809906 6.918598123897644
ZrBRh3 292.0448 71.22843 -0.93843 -0.83171 0.59004 0.05431 4.0 13.0 9.0 5.0 2.0 5.0 1.33 2.04 2.28 91.224 10.811 102.9055 175.0 84.0 142.0 9.551125588117872 3.2880085158040573 10.1442348158942
CdNTi3 275.535 73.56258 0.27073 -0.62361 0.11763 5.03376 12.0 15.0 4.0 5.0 2.0 4.0 1.69 3.04 1.54 112.411 14.0067 47.867 144.0 71.0 160.0 10.602405387458074 3.742552604840712 6.918598123897644
PbHRh3 213.8215 67.1305 -0.27276 -0.43736 0.23671 2.53309 14.0 1.0 9.0 6.0 1.0 5.0 2.33 2.2 2.28 207.2 1.00794 102.9055 146.0 31.0 142.0 14.394443372357264 1.0039621506809906 10.1442348158942
NaPCa3 125.8571 179.55658 0.71882 -1.73767 0.33961 4.56257 1.0 15.0 2.0 3.0 3.0 4.0 0.93 2.19 1.0 22.98976928 30.973762 40.078 166.0 107.0 176.0 4.794764778380687 5.565407622088431 6.330718758561306
TlCTi3 248.4075 77.37003 0.32643 -1.18893 0.2875 4.90621 13.0 14.0 4.0 6.0 2.0 4.0 1.62 2.55 1.54 204.3833 12.0107 47.867 145.0 76.0 160.0 14.29626874397652 3.4656456829860725 6.918598123897644
SnNCa3 215.3689 118.58479 0.82559 -0.66959 -0.052 4.76587 14.0 15.0 2.0 5.0 2.0 4.0 1.96 3.04 1.0 118.71 14.0067 40.078 139.0 71.0 176.0 10.895411878400926 3.742552604840712 6.330718758561306
SiHCo3 328.0747 43.92998 -2.19941 -0.31483 0.83808 2.78547 14.0 1.0 9.0 3.0 1.0 4.0 1.9 2.2 1.88 28.0855 1.00794 58.933195 111.0 31.0 126.0 5.299575454694461 1.0039621506809906 7.676795881095185
TlCSc3 285.4179 94.67865 0.33981 -1.23107 0.29709 0.19478 13.0 14.0 3.0 6.0 2.0 4.0 1.62 2.55 1.36 204.3833 12.0107 44.955912 145.0 76.0 170.0 14.29626874397652 3.4656456829860725 6.7049170017234365
TlHZr3 175.8981 91.03653 0.58781 -0.35528 -0.07751 3.63987 13.0 1.0 4.0 6.0 1.0 5.0 1.62 2.2 1.33 204.3833 1.00794 91.224 145.0 31.0 175.0 14.29626874397652 1.0039621506809906 9.551125588117872
YBRh3 212.5812 74.63808 -0.19829 -0.79778 0.33202 4.40227 3.0 13.0 9.0 5.0 2.0 5.0 1.22 2.04 2.28 88.90585 10.811 102.9055 190.0 84.0 142.0 9.42898987166706 3.2880085158040573 10.1442348158942
HgHHf3 183.0846 85.93564 0.66175 -0.3473 -0.10482 1.9441 12.0 1.0 4.0 6.0 1.0 6.0 2.0 2.2 1.3 200.59 1.00794 178.49 132.0 31.0 175.0 14.162979912433682 1.0039621506809906 13.360014970051491
BiHHf3 90.9328 90.52786 -0.04514 -0.37232 0.13915 5.18119 15.0 1.0 4.0 6.0 1.0 6.0 2.02 2.2 1.3 208.9804 1.00794 178.49 148.0 31.0 175.0 14.456154398732744 1.0039621506809906 13.360014970051491
MgOY3 193.1176 114.26115 -0.29732 0.07767 0.07322 2.34577 2.0 16.0 3.0 3.0 2.0 5.0 1.31 3.44 1.22 24.305 15.9994 88.90585 141.0 66.0 190.0 4.930010141977397 3.9999249992968617 9.42898987166706
HgNHf3 108.7525 87.81771 0.66443 -0.53595 -0.04283 3.63538 12.0 15.0 4.0 6.0 2.0 6.0 2.0 3.04 1.3 200.59 14.0067 178.49 132.0 71.0 175.0 14.162979912433682 3.742552604840712 13.360014970051491
AlHHf3 180.7481 82.65023 -1.99507 -0.28147 0.75885 2.04775 13.0 1.0 4.0 3.0 1.0 6.0 1.61 2.2 1.3 26.9815386 1.00794 178.49 121.0 31.0 175.0 5.194375669895276 1.0039621506809906 13.360014970051491
AlCY3 192.5276 117.33637 -2.02282 -0.98454 1.00245 0.53234 13.0 14.0 3.0 3.0 2.0 5.0 1.61 2.55 1.22 26.9815386 12.0107 88.90585 121.0 76.0 190.0 5.194375669895276 3.4656456829860725 9.42898987166706
TaHRh3 275.2754 61.49805 -0.94766 -0.40282 0.45016 3.60544 5.0 1.0 9.0 6.0 1.0 5.0 1.5 2.2 2.28 180.94788 1.00794 102.9055 170.0 31.0 142.0 13.451686883064149 1.0039621506809906 10.1442348158942
GeCSc3 278.0705 88.02143 0.24751 -1.20689 0.3198 2.75687 14.0 14.0 3.0 4.0 2.0 4.0 2.01 2.55 1.36 72.64 12.0107 44.955912 120.0 76.0 170.0 8.522910301065007 3.4656456829860725 6.7049170017234365
InCNi3 172.1976 57.93833 -0.03606 -1.32833 0.4548 3.67929 13.0 14.0 10.0 5.0 2.0 4.0 1.78 2.55 1.91 114.818 12.0107 58.6934 142.0 76.0 124.0 10.7153161409265 3.4656456829860725 7.661161791791112
YCRu3 245.6239 72.3651 -0.4938 -1.35158 0.61513 3.22631 3.0 14.0 8.0 5.0 2.0 5.0 1.22 2.55 2.2 88.90585 12.0107 101.07 190.0 76.0 146.0 9.42898987166706 3.4656456829860725 10.053357648069625
SbHTi3 168.7204 71.519 -1.96009 -0.3379 0.766 6.33685 15.0 1.0 4.0 5.0 1.0 4.0 2.05 2.2 1.54 121.76 1.00794 47.867 139.0 31.0 160.0 11.034491379306978 1.0039621506809906 6.918598123897644
TlNSc3 321.7434 89.80152 0.28803 -0.71669 0.14289 2.76865 13.0 15.0 3.0 6.0 2.0 4.0 1.62 3.04 1.36 204.3833 14.0067 44.955912 145.0 71.0 170.0 14.29626874397652 3.742552604840712 6.7049170017234365
MgBRh3 176.5699 69.26421 -0.63963 -0.67863 0.43942 3.75261 2.0 13.0 9.0 3.0 2.0 5.0 1.31 2.04 2.28 24.305 10.811 102.9055 141.0 84.0 142.0 4.930010141977397 3.2880085158040573 10.1442348158942
TlBRh3 141.4624 73.11041 -0.43013 -0.86999 0.43337 4.50648 13.0 13.0 9.0 6.0 2.0 5.0 1.62 2.04 2.28 204.3833 10.811 102.9055 145.0 84.0 142.0 14.29626874397652 3.2880085158040573 10.1442348158942
TlNCa3 154.6169 121.52463 0.69054 -0.65081 -0.01324 2.97547 13.0 15.0 2.0 6.0 2.0 4.0 1.62 3.04 1.0 204.3833 14.0067 40.078 145.0 71.0 176.0 14.29626874397652 3.742552604840712 6.330718758561306
NaBPd3 159.676 75.35635 0.44152 -0.78782 0.11543 0.47589 1.0 13.0 10.0 3.0 2.0 5.0 0.93 2.04 2.2 22.98976928 10.811 106.42 166.0 84.0 139.0 4.794764778380687 3.2880085158040573 10.31600697944704
TlNTi3 242.5692 74.80706 0.27446 -0.69524 0.14026 2.35472 13.0 15.0 4.0 6.0 2.0 4.0 1.62 3.04 1.54 204.3833 14.0067 47.867 145.0 71.0 160.0 14.29626874397652 3.742552604840712 6.918598123897644
