comp lambda structure.volume Acharge Bcharge Ccharge dos_ef AColumn BColumn CColumn ARow BRow CRow AElectronegativity BElectronegativity CElectronegativity AAtomicWeight BAtomicWeight CAtomicWeight ACovalentRadius BCovalentRadius CCovalentRadius ASqrtAtomicWeight BSqrtAtomicWeight CSqrtAtomicWeight
PbBSc3 0.2575 102.86241 0.05188 -0.8446 0.26424 0.53059 14.0 13.0 3.0 6.0 2.0 4.0 2.33 2.04 1.36 207.2 10.811 44.955912 146.0 84.0 170.0 14.394443372357264 3.2880085158040573 6.7049170017234365
HgNTi3 0.3551 73.24887 0.49933 -0.62658 0.04242 6.72997 12.0 15.0 4.0 6.0 2.0 4.0 2.0 3.04 1.54 200.59 14.0067 47.867 132.0 71.0 160.0 14.162979912433682 3.742552604840712 6.918598123897644
AlHHf3 0.4685 82.65023 -1.99507 -0.28147 0.75885 2.04775 13.0 1.0 4.0 3.0 1.0 6.0 1.61 2.2 1.3 26.9815386 1.00794 178.49 121.0 31.0 175.0 5.194375669895276 1.0039621506809906 13.360014970051491
PbNSr3 0.2417 148.40664 0.82291 -0.62744 -0.06516 5.96918 14.0 15.0 2.0 6.0 2.0 5.0 2.33 3.04 0.95 207.2 14.0067 87.62 146.0 71.0 195.0 14.394443372357264 3.742552604840712 9.36055553906925
GaNY3 0.3 107.98057 0.73327 -0.63845 -0.03161 2.30592 13.0 15.0 3.0 4.0 2.0 5.0 1.81 3.04 1.22 69.723 14.0067 88.90585 122.0 71.0 190.0 8.350029940066083 3.742552604840712 9.42898987166706
MgHRh3 0.4063 61.14798 -0.80887 -0.40424 0.40437 2.78489 2.0 1.0 9.0 3.0 1.0 5.0 1.31 2.2 2.28 24.305 1.00794 102.9055 141.0 31.0 142.0 4.930010141977397 1.0039621506809906 10.1442348158942
CdHHf3 0.3912 86.94985 0.50025 -0.34493 -0.05177 1.75836 12.0 1.0 4.0 5.0 1.0 6.0 1.69 2.2 1.3 112.411 1.00794 178.49 144.0 31.0 175.0 10.602405387458074 1.0039621506809906 13.360014970051491
CaCRh3 0.2654 72.64156 -0.59087 -1.37972 0.65687 4.71742 2.0 14.0 9.0 4.0 2.0 5.0 1.0 2.55 2.28 40.078 12.0107 102.9055 176.0 76.0 142.0 6.330718758561306 3.4656456829860725 10.1442348158942
CdCZr3 0.4174 96.44433 0.53935 -1.10259 0.18775 3.01822 12.0 14.0 4.0 5.0 2.0 5.0 1.69 2.55 1.33 112.411 12.0107 91.224 144.0 76.0 175.0 10.602405387458074 3.4656456829860725 9.551125588117872
BiHRh3 0.2513 67.862 -0.42984 -0.43889 0.28958 3.3286 15.0 1.0 9.0 6.0 1.0 5.0 2.02 2.2 2.28 208.9804 1.00794 102.9055 148.0 31.0 142.0 14.456154398732744 1.0039621506809906 10.1442348158942
HgNCa3 0.284 118.92215 0.72411 -0.6353 -0.0296 2.68617 12.0 15.0 2.0 6.0 2.0 4.0 2.0 3.04 1.0 200.59 14.0067 40.078 132.0 71.0 176.0 14.162979912433682 3.742552604840712 6.330718758561306
InHHf3 0.4552 87.38838 0.96952 -0.3474 -0.20737 2.92251 13.0 1.0 4.0 5.0 1.0 6.0 1.78 2.2 1.3 114.818 1.00794 178.49 142.0 31.0 175.0 10.7153161409265 1.0039621506809906 13.360014970051491
CdCNi3 1.4322 57.49431 -0.23078 -1.31793 0.51624 7.95538 12.0 14.0 10.0 5.0 2.0 4.0 1.69 2.55 1.91 112.411 12.0107 58.6934 144.0 76.0 124.0 10.602405387458074 3.4656456829860725 7.661161791791112
InHNi3 0.0953 53.72545 0.02577 -0.42573 0.13332 0.75168 13.0 1.0 10.0 5.0 1.0 4.0 1.78 2.2 1.91 114.818 1.00794 58.6934 142.0 31.0 124.0 10.7153161409265 1.0039621506809906 7.661161791791112
AgNTi3 0.3701 71.69462 0.38606 -0.53127 0.04841 4.03783 11.0 15.0 4.0 5.0 2.0 4.0 1.93 3.04 1.54 107.8682 14.0067 47.867 145.0 71.0 160.0 10.38596167911282 3.742552604840712 6.918598123897644
SnOSr3 0.1523 138.97879 0.85425 -0.0044 -0.28328 0.02419 14.0 16.0 2.0 5.0 2.0 5.0 1.96 3.44 0.95 118.71 15.9994 87.62 139.0 66.0 195.0 10.895411878400926 3.9999249992968617 9.36055553906925
SnOCa3 0.1018 113.99587 0.73835 -0.06246 -0.2253 0.02067 14.0 16.0 2.0 5.0 2.0 4.0 1.96 3.44 1.0 118.71 15.9994 40.078 139.0 66.0 176.0 10.895411878400926 3.9999249992968617 6.330718758561306
ScHRh3 0.3621 62.97111 -0.17415 -0.42108 0.19841 4.35582 3.0 1.0 9.0 4.0 1.0 5.0 1.36 2.2 2.28 44.955912 1.00794 102.9055 170.0 31.0 142.0 6.7049170017234365 1.0039621506809906 10.1442348158942
ZrCRu3 0.2228 69.08257 -0.33823 -1.19336 0.51053 1.52473 4.0 14.0 8.0 5.0 2.0 5.0 1.33 2.55 2.2 91.224 12.0107 101.07 175.0 76.0 146.0 9.551125588117872 3.4656456829860725 10.053357648069625
TlHZr3 0.5734 91.03653 0.58781 -0.35528 -0.07751 3.63987 13.0 1.0 4.0 6.0 1.0 5.0 1.62 2.2 1.33 204.3833 1.00794 91.224 145.0 31.0 175.0 14.29626874397652 1.0039621506809906 9.551125588117872
ScBIr3 0.254 71.5191 -0.17534 -0.64365 0.273 2.92751 3.0 13.0 9.0 4.0 2.0 6.0 1.36 2.04 2.2 44.955912 10.811 192.217 170.0 84.0 141.0 6.7049170017234365 3.2880085158040573 13.86423456235504
BiCSc3 0.3907 95.7756 -0.17975 -1.2449 0.47488 3.4388 15.0 14.0 3.0 6.0 2.0 4.0 2.02 2.55 1.36 208.9804 12.0107 44.955912 148.0 76.0 170.0 14.456154398732744 3.4656456829860725 6.7049170017234365
HgNLi3 0.2483 67.50476 1.44268 -0.4531 -0.32986 0.08545 12.0 15.0 1.0 6.0 2.0 2.0 2.0 3.04 0.98 200.59 14.0067 6.941 132.0 71.0 128.0 14.162979912433682 3.742552604840712 2.6345777650318087
AgNCa3 0.249 117.34236 0.65907 -0.57319 -0.02862 3.2541 11.0 15.0 2.0 5.0 2.0 4.0 1.93 3.04 1.0 107.8682 14.0067 40.078 145.0 71.0 176.0 10.38596167911282 3.742552604840712 6.330718758561306
CaHPd3 0.3211 72.04447 -0.09832 -0.45277 0.1837 1.59783 2.0 1.0 10.0 4.0 1.0 5.0 1.0 2.2 2.2 40.078 1.00794 106.42 176.0 31.0 139.0 6.330718758561306 1.0039621506809906 10.31600697944704
PbNSc3 0.3418 90.79257 0.20773 -0.72407 0.17211 2.74759 14.0 15.0 3.0 6.0 2.0 4.0 2.33 3.04 1.36 207.2 14.0067 44.955912 146.0 71.0 170.0 14.394443372357264 3.742552604840712 6.7049170017234365
NaHPd3 0.2331 67.61506 0.19119 -0.43933 0.08271 3.60207 1.0 1.0 10.0 3.0 1.0 5.0 0.93 2.2 2.2 22.98976928 1.00794 106.42 166.0 31.0 139.0 4.794764778380687 1.0039621506809906 10.31600697944704
PbBY3 0.3998 129.09137 0.8658 -0.79209 -0.02457 0.8706 14.0 13.0 3.0 6.0 2.0 5.0 2.33 2.04 1.22 207.2 10.811 88.90585 146.0 84.0 190.0 14.394443372357264 3.2880085158040573 9.42898987166706
TlNCa3 0.2887 121.52463 0.69054 -0.65081 -0.01324 2.97547 13.0 15.0 2.0 6.0 2.0 4.0 1.62 3.04 1.0 204.3833 14.0067 40.078 145.0 71.0 176.0 14.29626874397652 3.742552604840712 6.330718758561306
SnCY3 0.2682 117.67016 0.72022 -1.2214 0.16706 2.4785 14.0 14.0 3.0 5.0 2.0 5.0 1.96 2.55 1.22 118.71 12.0107 88.90585 139.0 76.0 190.0 10.895411878400926 3.4656456829860725 9.42898987166706
YCRh3 0.5353 73.48564 0.03187 -1.25939 0.40918 0.53532 3.0 14.0 9.0 5.0 2.0 5.0 1.22 2.55 2.28 88.90585 12.0107 102.9055 190.0 76.0 142.0 9.42898987166706 3.4656456829860725 10.1442348158942
CdNZr3 0.4566 92.64922 0.48364 -0.54164 0.01933 3.5579 12.0 15.0 4.0 5.0 2.0 5.0 1.69 3.04 1.33 112.411 14.0067 91.224 144.0 71.0 175.0 10.602405387458074 3.742552604840712 9.551125588117872
ZrHRh3 0.2525 64.36195 -0.50399 -0.42612 0.31004 2.80426 4.0 1.0 9.0 5.0 1.0 5.0 1.33 2.2 2.28 91.224 1.00794 102.9055 175.0 31.0 142.0 9.551125588117872 1.0039621506809906 10.1442348158942
CdOCa3 0.2965 118.3471 0.45145 -0.00874 -0.14757 2.98549 12.0 16.0 2.0 5.0 2.0 4.0 1.69 3.44 1.0 112.411 15.9994 40.078 144.0 66.0 176.0 10.602405387458074 3.9999249992968617 6.330718758561306
HgNHf3 0.6187 87.81771 0.66443 -0.53595 -0.04283 3.63538 12.0 15.0 4.0 6.0 2.0 6.0 2.0 3.04 1.3 200.59 14.0067 178.49 132.0 71.0 175.0 14.162979912433682 3.742552604840712 13.360014970051491
InCTi3 0.3105 76.69727 0.43551 -1.19795 0.25415 4.03041 13.0 14.0 4.0 5.0 2.0 4.0 1.78 2.55 1.54 114.818 12.0107 47.867 142.0 76.0 160.0 10.7153161409265 3.4656456829860725 6.918598123897644
AgHLi3 0.352 65.05264 1.28253 -0.32615 -0.31879 1.60492 11.0 1.0 1.0 5.0 1.0 2.0 1.93 2.2 0.98 107.8682 1.00794 6.941 145.0 31.0 128.0 10.38596167911282 1.0039621506809906 2.6345777650318087
TlOSc3 0.3136 89.0435 0.28795 -0.16437 -0.04119 2.66312 13.0 16.0 3.0 6.0 2.0 4.0 1.62 3.44 1.36 204.3833 15.9994 44.955912 145.0 66.0 170.0 14.29626874397652 3.9999249992968617 6.7049170017234365
