comp lambda structure.volume Acharge Bcharge Ccharge dos_ef AColumn BColumn CColumn ARow BRow CRow AElectronegativity BElectronegativity CElectronegativity AAtomicWeight BAtomicWeight CAtomicWeight ACovalentRadius BCovalentRadius CCovalentRadius ASqrtAtomicWeight BSqrtAtomicWeight CSqrtAtomicWeight
SnNY3 0.5061 111.29511 0.65281 -0.65548 0.00089 2.92161 14.0 15.0 3.0 5.0 2.0 5.0 1.96 3.04 1.22 118.71 14.0067 88.90585 139.0 71.0 190.0 10.895411878400926 3.742552604840712 9.42898987166706
PbOCa3 0.1041 116.101 0.56725 -0.0386 -0.17622 0.01945 14.0 16.0 2.0 6.0 2.0 4.0 2.33 3.44 1.0 207.2 15.9994 40.078 146.0 66.0 176.0 14.394443372357264 3.9999249992968617 6.330718758561306
MgBRh3 0.4218 69.26421 -0.63963 -0.67863 0.43942 3.75261 2.0 13.0 9.0 3.0 2.0 5.0 1.31 2.04 2.28 24.305 10.811 102.9055 141.0 84.0 142.0 4.930010141977397 3.2880085158040573 10.1442348158942
SnOCa3 0.1018 113.99587 0.73835 -0.06246 -0.2253 0.02067 14.0 16.0 2.0 5.0 2.0 4.0 1.96 3.44 1.0 118.71 15.9994 40.078 139.0 66.0 176.0 10.895411878400926 3.9999249992968617 6.330718758561306
MgOSc3 0.3153 91.1055 -0.46796 -0.05639 0.17478 3.05839 2.0 16.0 3.0 3.0 2.0 4.0 1.31 3.44 1.36 24.305 15.9994 44.955912 141.0 66.0 170.0 4.930010141977397 3.9999249992968617 6.7049170017234365
InOCa3 0.1907 117.33211 0.68807 -0.0601 -0.20932 5.74173 13.0 16.0 2.0 5.0 2.0 4.0 1.78 3.44 1.0 114.818 15.9994 40.078 142.0 66.0 176.0 10.7153161409265 3.9999249992968617 6.330718758561306
WHFe3 0.2054 48.2822 -0.73549 -0.36593 0.36714 4.07769 6.0 1.0 8.0 6.0 1.0 4.0 2.36 2.2 1.83 183.84 1.00794 55.845 162.0 31.0 132.0 13.558761005342634 1.0039621506809906 7.47295122424869
AlHTi3 0.5156 67.25362 -1.92705 -0.25768 0.72824 3.15141 13.0 1.0 4.0 3.0 1.0 4.0 1.61 2.2 1.54 26.9815386 1.00794 47.867 121.0 31.0 160.0 5.194375669895276 1.0039621506809906 6.918598123897644
AlHNi3 0.1133 47.23685 -2.08706 -0.35873 0.81526 0.49913 13.0 1.0 10.0 3.0 1.0 4.0 1.61 2.2 1.91 26.9815386 1.00794 58.6934 121.0 31.0 124.0 5.194375669895276 1.0039621506809906 7.661161791791112
SnCY3 0.2682 117.67016 0.72022 -1.2214 0.16706 2.4785 14.0 14.0 3.0 5.0 2.0 5.0 1.96 2.55 1.22 118.71 12.0107 88.90585 139.0 76.0 190.0 10.895411878400926 3.4656456829860725 9.42898987166706
SnHNb3 0.5017 77.25993 0.52342 -0.35508 -0.05611 1.68227 14.0 1.0 5.0 5.0 1.0 5.0 1.96 2.2 1.6 118.71 1.00794 92.90638 139.0 31.0 164.0 10.895411878400926 1.0039621506809906 9.638795567911998
PbBTi3 0.4142 82.6305 0.69891 -0.62855 -0.02345 4.50162 14.0 13.0 4.0 6.0 2.0 4.0 2.33 2.04 1.54 207.2 10.811 47.867 146.0 84.0 160.0 14.394443372357264 3.2880085158040573 6.918598123897644
NaHPd3 0.2331 67.61506 0.19119 -0.43933 0.08271 3.60207 1.0 1.0 10.0 3.0 1.0 5.0 0.93 2.2 2.2 22.98976928 1.00794 106.42 166.0 31.0 139.0 4.794764778380687 1.0039621506809906 10.31600697944704
CdCHf3 0.3838 91.96637 0.53319 -1.07334 0.18005 2.5775 12.0 14.0 4.0 5.0 2.0 6.0 1.69 2.55 1.3 112.411 12.0107 178.49 144.0 76.0 175.0 10.602405387458074 3.4656456829860725 13.360014970051491
ScHPd3 0.0737 66.56641 0.02769 -0.44027 0.13753 0.26996 3.0 1.0 10.0 4.0 1.0 5.0 1.36 2.2 2.2 44.955912 1.00794 106.42 170.0 31.0 139.0 6.7049170017234365 1.0039621506809906 10.31600697944704
CdNCa3 0.2508 121.45994 0.58526 -0.62898 0.01458 2.7331 12.0 15.0 2.0 5.0 2.0 4.0 1.69 3.04 1.0 112.411 14.0067 40.078 144.0 71.0 176.0 10.602405387458074 3.742552604840712 6.330718758561306
TlHZr3 0.5734 91.03653 0.58781 -0.35528 -0.07751 3.63987 13.0 1.0 4.0 6.0 1.0 5.0 1.62 2.2 1.33 204.3833 1.00794 91.224 145.0 31.0 175.0 14.29626874397652 1.0039621506809906 9.551125588117872
AlNSc3 0.1837 86.33191 -2.0115 -0.43817 0.81656 2.80628 13.0 15.0 3.0 3.0 2.0 4.0 1.61 3.04 1.36 26.9815386 14.0067 44.955912 121.0 71.0 170.0 5.194375669895276 3.742552604840712 6.7049170017234365
MgNZr3 0.4461 93.50509 -0.26033 -0.47595 0.24543 2.81402 2.0 15.0 4.0 3.0 2.0 5.0 1.31 3.04 1.33 24.305 14.0067 91.224 141.0 71.0 175.0 4.930010141977397 3.742552604840712 9.551125588117872
HgNHf3 0.6187 87.81771 0.66443 -0.53595 -0.04283 3.63538 12.0 15.0 4.0 6.0 2.0 6.0 2.0 3.04 1.3 200.59 14.0067 178.49 132.0 71.0 175.0 14.162979912433682 3.742552604840712 13.360014970051491
TlHRh3 0.3782 66.21104 -0.21325 -0.43955 0.2176 4.61619 13.0 1.0 9.0 6.0 1.0 5.0 1.62 2.2 2.28 204.3833 1.00794 102.9055 145.0 31.0 142.0 14.29626874397652 1.0039621506809906 10.1442348158942
AlCSc3 0.2348 91.86986 -2.02009 -1.04168 1.02059 0.37924 13.0 14.0 3.0 3.0 2.0 4.0 1.61 2.55 1.36 26.9815386 12.0107 44.955912 121.0 76.0 170.0 5.194375669895276 3.4656456829860725 6.7049170017234365
SnNSc3 0.343 88.89438 0.36123 -0.74106 0.12661 3.17786 14.0 15.0 3.0 5.0 2.0 4.0 1.96 3.04 1.36 118.71 14.0067 44.955912 139.0 71.0 170.0 10.895411878400926 3.742552604840712 6.7049170017234365
YBIr3 0.2274 75.85931 -0.19343 -0.71761 0.30368 3.18401 3.0 13.0 9.0 5.0 2.0 6.0 1.22 2.04 2.2 88.90585 10.811 192.217 190.0 84.0 141.0 9.42898987166706 3.2880085158040573 13.86423456235504
YCRh3 0.5353 73.48564 0.03187 -1.25939 0.40918 0.53532 3.0 14.0 9.0 5.0 2.0 5.0 1.22 2.55 2.28 88.90585 12.0107 102.9055 190.0 76.0 142.0 9.42898987166706 3.4656456829860725 10.1442348158942
PbHRh3 0.2919 67.1305 -0.27276 -0.43736 0.23671 2.53309 14.0 1.0 9.0 6.0 1.0 5.0 2.33 2.2 2.28 207.2 1.00794 102.9055 146.0 31.0 142.0 14.394443372357264 1.0039621506809906 10.1442348158942
ZnHZr3 0.5259 84.96966 0.71712 -0.3331 -0.12801 2.21145 12.0 1.0 4.0 4.0 1.0 5.0 1.65 2.2 1.33 65.38 1.00794 91.224 122.0 31.0 175.0 8.085790004693418 1.0039621506809906 9.551125588117872
GaNCr3 0.6037 56.02684 0.16913 -0.73623 0.18903 6.77607 13.0 15.0 6.0 4.0 2.0 4.0 1.81 3.04 1.66 69.723 14.0067 51.9961 122.0 71.0 139.0 8.350029940066083 3.742552604840712 7.210832129511822
TlBTi3 0.3894 82.01247 0.77415 -0.60807 -0.05536 4.8122 13.0 13.0 4.0 6.0 2.0 4.0 1.62 2.04 1.54 204.3833 10.811 47.867 145.0 84.0 160.0 14.29626874397652 3.2880085158040573 6.918598123897644
TlCY3 0.3949 119.9614 0.64053 -1.1995 0.18632 0.26745 13.0 14.0 3.0 6.0 2.0 5.0 1.62 2.55 1.22 204.3833 12.0107 88.90585 145.0 76.0 190.0 14.29626874397652 3.4656456829860725 9.42898987166706
GaNSc3 0.186 84.66094 0.56384 -0.6796 0.03858 2.57201 13.0 15.0 3.0 4.0 2.0 4.0 1.81 3.04 1.36 69.723 14.0067 44.955912 122.0 71.0 170.0 8.350029940066083 3.742552604840712 6.7049170017234365
AlOSc3 0.3268 84.72248 -2.01726 0.19455 0.60757 2.70404 13.0 16.0 3.0 3.0 2.0 4.0 1.61 3.44 1.36 26.9815386 15.9994 44.955912 121.0 66.0 170.0 5.194375669895276 3.9999249992968617 6.7049170017234365
PbNSc3 0.3418 90.79257 0.20773 -0.72407 0.17211 2.74759 14.0 15.0 3.0 6.0 2.0 4.0 2.33 3.04 1.36 207.2 14.0067 44.955912 146.0 71.0 170.0 14.394443372357264 3.742552604840712 6.7049170017234365
InNCa3 0.265 121.46936 0.80048 -0.66626 -0.04474 3.04559 13.0 15.0 2.0 5.0 2.0 4.0 1.78 3.04 1.0 114.818 14.0067 40.078 142.0 71.0 176.0 10.7153161409265 3.742552604840712 6.330718758561306
AuHPd3 0.2216 66.37349 0.1778 -0.44314 0.08845 4.05121 11.0 1.0 10.0 6.0 1.0 5.0 2.54 2.2 2.2 196.966569 1.00794 106.42 136.0 31.0 139.0 14.03447786702448 1.0039621506809906 10.31600697944704
CdHTi3 0.5049 71.80747 0.25041 -0.34947 0.03302 2.53658 12.0 1.0 4.0 5.0 1.0 4.0 1.69 2.2 1.54 112.411 1.00794 47.867 144.0 31.0 160.0 10.602405387458074 1.0039621506809906 6.918598123897644
AlHRh3 0.4881 58.83799 -2.15905 -0.37104 0.84336 4.11802 13.0 1.0 9.0 3.0 1.0 5.0 1.61 2.2 2.28 26.9815386 1.00794 102.9055 121.0 31.0 142.0 5.194375669895276 1.0039621506809906 10.1442348158942
TlOY3 0.3717 110.74897 0.48113 -0.05409 -0.14235 1.89706 13.0 16.0 3.0 6.0 2.0 5.0 1.62 3.44 1.22 204.3833 15.9994 88.90585 145.0 66.0 190.0 14.29626874397652 3.9999249992968617 9.42898987166706
